,cidade_origem,sg_origem,cidade_destino,sg_destino,data,voos
0,AB DHABI INTERNATIONAL,OMAA,GUARULHOS,SBGR,07/10/2019,1
1,AGUADILLA,TJBQ,AMSTERDAM,EHAM,01/10/2019,1
2,AGUADILLA,TJBQ,AMSTERDAM,EHAM,02/10/2019,1
3,AGUADILLA,TJBQ,AMSTERDAM,EHAM,05/10/2019,3
4,AGUADILLA,TJBQ,AMSTERDAM,EHAM,06/10/2019,1
5,AGUADILLA,TJBQ,AMSTERDAM,EHAM,09/10/2019,2
6,AGUADILLA,TJBQ,AMSTERDAM,EHAM,11/10/2019,1
7,AGUADILLA,TJBQ,AMSTERDAM,EHAM,12/10/2019,2
8,AGUADILLA,TJBQ,AMSTERDAM,EHAM,13/10/2019,1
9,AGUADILLA,TJBQ,AMSTERDAM,EHAM,15/10/2019,1
10,AGUADILLA,TJBQ,AMSTERDAM,EHAM,17/10/2019,1
11,AGUADILLA,TJBQ,AMSTERDAM,EHAM,18/10/2019,1
12,AGUADILLA,TJBQ,AMSTERDAM,EHAM,19/10/2019,2
13,AGUADILLA,TJBQ,AMSTERDAM,EHAM,20/10/2019,1
14,AGUADILLA,TJBQ,AMSTERDAM,EHAM,23/10/2019,2
15,AGUADILLA,TJBQ,AMSTERDAM,EHAM,25/10/2019,1
16,AGUADILLA,TJBQ,AMSTERDAM,EHAM,26/10/2019,2
17,AGUADILLA,TJBQ,AMSTERDAM,EHAM,28/10/2019,1
18,AGUADILLA,TJBQ,AMSTERDAM,EHAM,29/10/2019,1
19,AGUADILLA,TJBQ,AMSTERDAM,EHAM,31/10/2019,1
20,AGUADILLA,TJBQ,CAMPINAS,SBKP,07/10/2019,1
21,AGUADILLA,TJBQ,CAMPINAS,SBKP,14/10/2019,1
22,AGUADILLA,TJBQ,CAMPINAS,SBKP,21/10/2019,1
23,AGUADILLA,TJBQ,CAMPINAS,SBKP,28/10/2019,1
24,AGUADILLA,TJBQ,MENPHIS,KMEM,06/10/2019,1
25,AGUADILLA,TJBQ,MENPHIS,KMEM,13/10/2019,1
26,AGUADILLA,TJBQ,MENPHIS,KMEM,20/10/2019,1
27,AGUADILLA,TJBQ,MENPHIS,KMEM,27/10/2019,1
28,ALMEIRIM,SBMD,ALMEIRIM,SNYA,02/10/2019,1
29,ALMEIRIM,SBMD,ALMEIRIM,SNYA,04/10/2019,1
30,ALMEIRIM,SBMD,ALMEIRIM,SNYA,07/10/2019,1
31,ALMEIRIM,SBMD,ALMEIRIM,SNYA,09/10/2019,1
32,ALMEIRIM,SBMD,ALMEIRIM,SNYA,11/10/2019,1
33,ALMEIRIM,SBMD,ALMEIRIM,SNYA,14/10/2019,1
34,ALMEIRIM,SBMD,ALMEIRIM,SNYA,16/10/2019,1
35,ALMEIRIM,SBMD,ALMEIRIM,SNYA,18/10/2019,1
36,ALMEIRIM,SBMD,ALMEIRIM,SNYA,21/10/2019,1
37,ALMEIRIM,SBMD,ALMEIRIM,SNYA,23/10/2019,1
38,ALMEIRIM,SBMD,ALMEIRIM,SNYA,25/10/2019,1
39,ALMEIRIM,SBMD,ALMEIRIM,SNYA,28/10/2019,1
40,ALMEIRIM,SBMD,ALMEIRIM,SNYA,30/10/2019,1
41,ALMEIRIM,SNYA,PORTO DE MOZ,SNMZ,02/10/2019,1
42,ALMEIRIM,SNYA,PORTO DE MOZ,SNMZ,04/10/2019,1
43,ALMEIRIM,SNYA,PORTO DE MOZ,SNMZ,07/10/2019,1
44,ALMEIRIM,SNYA,PORTO DE MOZ,SNMZ,09/10/2019,1
45,ALMEIRIM,SNYA,PORTO DE MOZ,SNMZ,11/10/2019,1
46,ALMEIRIM,SNYA,PORTO DE MOZ,SNMZ,14/10/2019,1
47,ALMEIRIM,SNYA,PORTO DE MOZ,SNMZ,16/10/2019,1
48,ALMEIRIM,SNYA,PORTO DE MOZ,SNMZ,18/10/2019,1
49,ALMEIRIM,SNYA,PORTO DE MOZ,SNMZ,21/10/2019,1
50,ALMEIRIM,SNYA,PORTO DE MOZ,SNMZ,23/10/2019,1
51,ALMEIRIM,SNYA,PORTO DE MOZ,SNMZ,25/10/2019,1
52,ALMEIRIM,SNYA,PORTO DE MOZ,SNMZ,28/10/2019,1
53,ALMEIRIM,SNYA,PORTO DE MOZ,SNMZ,30/10/2019,1
54,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,01/10/2019,1
55,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,02/10/2019,1
56,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,03/10/2019,1
57,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,04/10/2019,1
58,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,05/10/2019,1
59,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,06/10/2019,1
60,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,07/10/2019,1
61,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,08/10/2019,1
62,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,09/10/2019,1
63,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,10/10/2019,1
64,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,11/10/2019,1
65,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,12/10/2019,1
66,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,13/10/2019,1
67,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,14/10/2019,1
68,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,15/10/2019,1
69,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,16/10/2019,1
70,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,17/10/2019,1
71,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,18/10/2019,1
72,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,19/10/2019,1
73,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,20/10/2019,1
74,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,21/10/2019,1
75,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,23/10/2019,1
76,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,24/10/2019,1
77,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,25/10/2019,1
78,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,26/10/2019,1
79,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,27/10/2019,1
80,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,28/10/2019,1
81,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,29/10/2019,1
82,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,30/10/2019,1
83,ALTA FLORESTA,SBAT,VÁRZEA GRANDE,SBCY,31/10/2019,1
84,ALTAMIRA,SBHT,BELÉM,SBBE,01/10/2019,2
85,ALTAMIRA,SBHT,BELÉM,SBBE,02/10/2019,2
86,ALTAMIRA,SBHT,BELÉM,SBBE,03/10/2019,2
87,ALTAMIRA,SBHT,BELÉM,SBBE,04/10/2019,2
88,ALTAMIRA,SBHT,BELÉM,SBBE,05/10/2019,1
89,ALTAMIRA,SBHT,BELÉM,SBBE,06/10/2019,2
90,ALTAMIRA,SBHT,BELÉM,SBBE,07/10/2019,2
91,ALTAMIRA,SBHT,BELÉM,SBBE,08/10/2019,2
92,ALTAMIRA,SBHT,BELÉM,SBBE,09/10/2019,2
93,ALTAMIRA,SBHT,BELÉM,SBBE,10/10/2019,2
94,ALTAMIRA,SBHT,BELÉM,SBBE,11/10/2019,2
95,ALTAMIRA,SBHT,BELÉM,SBBE,12/10/2019,1
96,ALTAMIRA,SBHT,BELÉM,SBBE,13/10/2019,2
97,ALTAMIRA,SBHT,BELÉM,SBBE,14/10/2019,2
98,ALTAMIRA,SBHT,BELÉM,SBBE,15/10/2019,2
99,ALTAMIRA,SBHT,BELÉM,SBBE,16/10/2019,2
100,ALTAMIRA,SBHT,BELÉM,SBBE,17/10/2019,1
101,ALTAMIRA,SBHT,BELÉM,SBBE,18/10/2019,1
102,ALTAMIRA,SBHT,BELÉM,SBBE,19/10/2019,1
103,ALTAMIRA,SBHT,BELÉM,SBBE,20/10/2019,2
104,ALTAMIRA,SBHT,BELÉM,SBBE,21/10/2019,2
105,ALTAMIRA,SBHT,BELÉM,SBBE,23/10/2019,2
106,ALTAMIRA,SBHT,BELÉM,SBBE,24/10/2019,1
107,ALTAMIRA,SBHT,BELÉM,SBBE,25/10/2019,1
108,ALTAMIRA,SBHT,BELÉM,SBBE,26/10/2019,1
109,ALTAMIRA,SBHT,BELÉM,SBBE,27/10/2019,1
110,ALTAMIRA,SBHT,BELÉM,SBBE,28/10/2019,2
111,ALTAMIRA,SBHT,BELÉM,SBBE,29/10/2019,2
112,ALTAMIRA,SBHT,BELÉM,SBBE,30/10/2019,1
113,ALTAMIRA,SBHT,BELÉM,SBBE,31/10/2019,1
114,ALTAMIRA,SBHT,ITAITUBA,SBIH,01/10/2019,1
115,ALTAMIRA,SBHT,ITAITUBA,SBIH,02/10/2019,1
116,ALTAMIRA,SBHT,ITAITUBA,SBIH,04/10/2019,1
117,ALTAMIRA,SBHT,ITAITUBA,SBIH,07/10/2019,1
118,ALTAMIRA,SBHT,ITAITUBA,SBIH,09/10/2019,1
119,ALTAMIRA,SBHT,ITAITUBA,SBIH,11/10/2019,1
120,ALTAMIRA,SBHT,ITAITUBA,SBIH,14/10/2019,1
121,ALTAMIRA,SBHT,ITAITUBA,SBIH,16/10/2019,1
122,ALTAMIRA,SBHT,ITAITUBA,SBIH,21/10/2019,1
123,ALTAMIRA,SBHT,ITAITUBA,SBIH,25/10/2019,1
124,ALTAMIRA,SBHT,ITAITUBA,SBIH,28/10/2019,1
125,ALTAMIRA,SBHT,SANTARÉM,SBSN,01/10/2019,1
126,ALTAMIRA,SBHT,SANTARÉM,SBSN,03/10/2019,1
127,ALTAMIRA,SBHT,SANTARÉM,SBSN,06/10/2019,1
128,ALTAMIRA,SBHT,SANTARÉM,SBSN,08/10/2019,1
129,ALTAMIRA,SBHT,SANTARÉM,SBSN,10/10/2019,1
130,ALTAMIRA,SBHT,SANTARÉM,SBSN,13/10/2019,1
131,ALTAMIRA,SBHT,SANTARÉM,SBSN,15/10/2019,1
132,ALTAMIRA,SBHT,SANTARÉM,SBSN,22/10/2019,1
133,ALTAMIRA,SBHT,SANTARÉM,SBSN,29/10/2019,1
134,AMSTERDAM,EHAM,CAMPINAS,SBKP,01/10/2019,1
135,AMSTERDAM,EHAM,CAMPINAS,SBKP,04/10/2019,1
136,AMSTERDAM,EHAM,CAMPINAS,SBKP,05/10/2019,1
137,AMSTERDAM,EHAM,CAMPINAS,SBKP,07/10/2019,1
138,AMSTERDAM,EHAM,CAMPINAS,SBKP,11/10/2019,1
139,AMSTERDAM,EHAM,CAMPINAS,SBKP,12/10/2019,1
140,AMSTERDAM,EHAM,CAMPINAS,SBKP,14/10/2019,1
141,AMSTERDAM,EHAM,CAMPINAS,SBKP,15/10/2019,1
142,AMSTERDAM,EHAM,CAMPINAS,SBKP,18/10/2019,1
143,AMSTERDAM,EHAM,CAMPINAS,SBKP,19/10/2019,1
144,AMSTERDAM,EHAM,CAMPINAS,SBKP,21/10/2019,1
145,AMSTERDAM,EHAM,CAMPINAS,SBKP,24/10/2019,1
146,AMSTERDAM,EHAM,CAMPINAS,SBKP,25/10/2019,1
147,AMSTERDAM,EHAM,CAMPINAS,SBKP,26/10/2019,1
148,AMSTERDAM,EHAM,CAMPINAS,SBKP,28/10/2019,1
149,AMSTERDAM,EHAM,CAMPINAS,SBKP,29/10/2019,1
150,AMSTERDAM,EHAM,CAMPINAS,SBKP,31/10/2019,1
151,AMSTERDAM,EHAM,FORTALEZA,SBFZ,01/10/2019,1
152,AMSTERDAM,EHAM,FORTALEZA,SBFZ,03/10/2019,1
153,AMSTERDAM,EHAM,FORTALEZA,SBFZ,05/10/2019,1
154,AMSTERDAM,EHAM,FORTALEZA,SBFZ,07/10/2019,1
155,AMSTERDAM,EHAM,FORTALEZA,SBFZ,08/10/2019,1
156,AMSTERDAM,EHAM,FORTALEZA,SBFZ,10/10/2019,1
157,AMSTERDAM,EHAM,FORTALEZA,SBFZ,12/10/2019,1
158,AMSTERDAM,EHAM,FORTALEZA,SBFZ,14/10/2019,1
159,AMSTERDAM,EHAM,FORTALEZA,SBFZ,15/10/2019,1
160,AMSTERDAM,EHAM,FORTALEZA,SBFZ,17/10/2019,1
161,AMSTERDAM,EHAM,FORTALEZA,SBFZ,19/10/2019,1
162,AMSTERDAM,EHAM,FORTALEZA,SBFZ,21/10/2019,1
163,AMSTERDAM,EHAM,FORTALEZA,SBFZ,22/10/2019,1
164,AMSTERDAM,EHAM,FORTALEZA,SBFZ,24/10/2019,1
165,AMSTERDAM,EHAM,FORTALEZA,SBFZ,26/10/2019,1
166,AMSTERDAM,EHAM,FORTALEZA,SBFZ,28/10/2019,1
167,AMSTERDAM,EHAM,FORTALEZA,SBFZ,29/10/2019,1
168,AMSTERDAM,EHAM,FORTALEZA,SBFZ,31/10/2019,1
169,AMSTERDAM,EHAM,FRANKFURT,EDDF,02/10/2019,1
170,AMSTERDAM,EHAM,FRANKFURT,EDDF,09/10/2019,1
171,AMSTERDAM,EHAM,FRANKFURT,EDDF,16/10/2019,1
172,AMSTERDAM,EHAM,FRANKFURT,EDDF,23/10/2019,1
173,AMSTERDAM,EHAM,FRANKFURT,EDDF,30/10/2019,1
174,AMSTERDAM,EHAM,GUARULHOS,SBGR,01/10/2019,1
175,AMSTERDAM,EHAM,GUARULHOS,SBGR,02/10/2019,1
176,AMSTERDAM,EHAM,GUARULHOS,SBGR,03/10/2019,1
177,AMSTERDAM,EHAM,GUARULHOS,SBGR,04/10/2019,1
178,AMSTERDAM,EHAM,GUARULHOS,SBGR,05/10/2019,1
179,AMSTERDAM,EHAM,GUARULHOS,SBGR,06/10/2019,1
180,AMSTERDAM,EHAM,GUARULHOS,SBGR,07/10/2019,1
181,AMSTERDAM,EHAM,GUARULHOS,SBGR,08/10/2019,1
182,AMSTERDAM,EHAM,GUARULHOS,SBGR,09/10/2019,1
183,AMSTERDAM,EHAM,GUARULHOS,SBGR,10/10/2019,1
184,AMSTERDAM,EHAM,GUARULHOS,SBGR,11/10/2019,1
185,AMSTERDAM,EHAM,GUARULHOS,SBGR,12/10/2019,1
186,AMSTERDAM,EHAM,GUARULHOS,SBGR,13/10/2019,1
187,AMSTERDAM,EHAM,GUARULHOS,SBGR,14/10/2019,1
188,AMSTERDAM,EHAM,GUARULHOS,SBGR,15/10/2019,1
189,AMSTERDAM,EHAM,GUARULHOS,SBGR,16/10/2019,1
190,AMSTERDAM,EHAM,GUARULHOS,SBGR,17/10/2019,1
191,AMSTERDAM,EHAM,GUARULHOS,SBGR,18/10/2019,1
192,AMSTERDAM,EHAM,GUARULHOS,SBGR,19/10/2019,1
193,AMSTERDAM,EHAM,GUARULHOS,SBGR,20/10/2019,1
194,AMSTERDAM,EHAM,GUARULHOS,SBGR,21/10/2019,1
195,AMSTERDAM,EHAM,GUARULHOS,SBGR,22/10/2019,1
196,AMSTERDAM,EHAM,GUARULHOS,SBGR,23/10/2019,1
197,AMSTERDAM,EHAM,GUARULHOS,SBGR,24/10/2019,1
198,AMSTERDAM,EHAM,GUARULHOS,SBGR,25/10/2019,1
199,AMSTERDAM,EHAM,GUARULHOS,SBGR,26/10/2019,1
200,AMSTERDAM,EHAM,GUARULHOS,SBGR,28/10/2019,1
201,AMSTERDAM,EHAM,GUARULHOS,SBGR,29/10/2019,1
202,AMSTERDAM,EHAM,GUARULHOS,SBGR,30/10/2019,1
203,AMSTERDAM,EHAM,GUARULHOS,SBGR,31/10/2019,1
204,AMSTERDAM,EHAM,ILHA DO SAL,GVAC,07/10/2019,1
205,AMSTERDAM,EHAM,ILHA DO SAL,GVAC,14/10/2019,1
206,AMSTERDAM,EHAM,ILHA DO SAL,GVAC,21/10/2019,1
207,AMSTERDAM,EHAM,ILHA DO SAL,GVAC,26/10/2019,1
208,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,03/10/2019,1
209,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,04/10/2019,1
210,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,06/10/2019,1
211,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,07/10/2019,1
212,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,10/10/2019,1
213,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,12/10/2019,1
214,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,13/10/2019,1
215,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,14/10/2019,1
216,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,17/10/2019,1
217,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,19/10/2019,1
218,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,20/10/2019,1
219,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,21/10/2019,1
220,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,24/10/2019,1
221,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,26/10/2019,1
222,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,27/10/2019,1
223,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,29/10/2019,1
224,AMSTERDAM,EHAM,LUXEMBURGO,ELLX,31/10/2019,1
225,AMSTERDAM,EHAM,MADRID,LEMD,05/10/2019,1
226,AMSTERDAM,EHAM,MADRID,LEMD,12/10/2019,1
227,AMSTERDAM,EHAM,MADRID,LEMD,19/10/2019,1
228,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,01/10/2019,1
229,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,02/10/2019,1
230,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,03/10/2019,1
231,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,04/10/2019,1
232,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,05/10/2019,1
233,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,06/10/2019,1
234,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,07/10/2019,1
235,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,08/10/2019,1
236,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,09/10/2019,1
237,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,10/10/2019,1
238,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,11/10/2019,1
239,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,12/10/2019,1
240,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,13/10/2019,1
241,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,14/10/2019,1
242,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,15/10/2019,1
243,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,16/10/2019,1
244,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,17/10/2019,1
245,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,18/10/2019,1
246,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,19/10/2019,1
247,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,20/10/2019,1
248,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,21/10/2019,1
249,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,22/10/2019,1
250,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,23/10/2019,1
251,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,24/10/2019,1
252,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,25/10/2019,1
253,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,26/10/2019,1
254,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,27/10/2019,1
255,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,28/10/2019,1
256,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,29/10/2019,1
257,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,30/10/2019,1
258,AMSTERDAM,EHAM,RIO DE JANEIRO,SBGL,31/10/2019,1
259,ANCHORAGE,PANC,MIAMI,KMIA,02/10/2019,1
260,ANCHORAGE,PANC,MIAMI,KMIA,04/10/2019,1
261,ANCHORAGE,PANC,MIAMI,KMIA,05/10/2019,1
262,ANCHORAGE,PANC,MIAMI,KMIA,09/10/2019,1
263,ANCHORAGE,PANC,MIAMI,KMIA,12/10/2019,1
264,ANCHORAGE,PANC,MIAMI,KMIA,16/10/2019,1
265,ANCHORAGE,PANC,MIAMI,KMIA,18/10/2019,1
266,ANCHORAGE,PANC,MIAMI,KMIA,19/10/2019,1
267,ANCHORAGE,PANC,MIAMI,KMIA,23/10/2019,1
268,ANCHORAGE,PANC,MIAMI,KMIA,25/10/2019,1
269,ANCHORAGE,PANC,MIAMI,KMIA,26/10/2019,1
270,ANCHORAGE,PANC,MIAMI,KMIA,30/10/2019,1
271,ANCHORAGE,PANC,MIAMI,KMIA,31/10/2019,1
272,ANTOFAGASTA,SCFA,CONCEPCION/CARRIEL SUR,SCIE,10/10/2019,1
273,ANTOFAGASTA,SCFA,CONCEPCION/CARRIEL SUR,SCIE,11/10/2019,1
274,ANTOFAGASTA,SCFA,LIMA,SPJC,10/10/2019,1
275,ANTOFAGASTA,SCFA,LIMA,SPJC,12/10/2019,1
276,ANTOFAGASTA,SCFA,SANTIAGO DO CHILE,SCEL,09/10/2019,1
277,ANTOFAGASTA,SCFA,SANTIAGO DO CHILE,SCEL,10/10/2019,13
278,ANTOFAGASTA,SCFA,SANTIAGO DO CHILE,SCEL,11/10/2019,11
279,ANTOFAGASTA,SCFA,SANTIAGO DO CHILE,SCEL,12/10/2019,7
280,ARACAJU,SBAR,BRASÍLIA,SBBR,01/10/2019,2
281,ARACAJU,SBAR,BRASÍLIA,SBBR,02/10/2019,1
282,ARACAJU,SBAR,BRASÍLIA,SBBR,03/10/2019,2
283,ARACAJU,SBAR,BRASÍLIA,SBBR,04/10/2019,1
284,ARACAJU,SBAR,BRASÍLIA,SBBR,05/10/2019,2
285,ARACAJU,SBAR,BRASÍLIA,SBBR,06/10/2019,2
286,ARACAJU,SBAR,BRASÍLIA,SBBR,07/10/2019,1
287,ARACAJU,SBAR,BRASÍLIA,SBBR,08/10/2019,1
288,ARACAJU,SBAR,BRASÍLIA,SBBR,09/10/2019,1
289,ARACAJU,SBAR,BRASÍLIA,SBBR,10/10/2019,2
290,ARACAJU,SBAR,BRASÍLIA,SBBR,11/10/2019,1
291,ARACAJU,SBAR,BRASÍLIA,SBBR,12/10/2019,2
292,ARACAJU,SBAR,BRASÍLIA,SBBR,13/10/2019,2
293,ARACAJU,SBAR,BRASÍLIA,SBBR,14/10/2019,1
294,ARACAJU,SBAR,BRASÍLIA,SBBR,15/10/2019,2
295,ARACAJU,SBAR,BRASÍLIA,SBBR,16/10/2019,1
296,ARACAJU,SBAR,BRASÍLIA,SBBR,17/10/2019,2
297,ARACAJU,SBAR,BRASÍLIA,SBBR,18/10/2019,1
298,ARACAJU,SBAR,BRASÍLIA,SBBR,19/10/2019,2
299,ARACAJU,SBAR,BRASÍLIA,SBBR,20/10/2019,2
300,ARACAJU,SBAR,BRASÍLIA,SBBR,21/10/2019,1
301,ARACAJU,SBAR,BRASÍLIA,SBBR,22/10/2019,2
302,ARACAJU,SBAR,BRASÍLIA,SBBR,23/10/2019,1
303,ARACAJU,SBAR,BRASÍLIA,SBBR,24/10/2019,2
304,ARACAJU,SBAR,BRASÍLIA,SBBR,25/10/2019,1
305,ARACAJU,SBAR,BRASÍLIA,SBBR,26/10/2019,2
306,ARACAJU,SBAR,BRASÍLIA,SBBR,27/10/2019,1
307,ARACAJU,SBAR,BRASÍLIA,SBBR,28/10/2019,1
308,ARACAJU,SBAR,BRASÍLIA,SBBR,29/10/2019,2
309,ARACAJU,SBAR,BRASÍLIA,SBBR,30/10/2019,1
310,ARACAJU,SBAR,BRASÍLIA,SBBR,31/10/2019,2
311,ARACAJU,SBAR,GUARULHOS,SBGR,01/10/2019,3
312,ARACAJU,SBAR,GUARULHOS,SBGR,02/10/2019,3
313,ARACAJU,SBAR,GUARULHOS,SBGR,03/10/2019,4
314,ARACAJU,SBAR,GUARULHOS,SBGR,04/10/2019,4
315,ARACAJU,SBAR,GUARULHOS,SBGR,05/10/2019,4
316,ARACAJU,SBAR,GUARULHOS,SBGR,06/10/2019,3
317,ARACAJU,SBAR,GUARULHOS,SBGR,07/10/2019,2
318,ARACAJU,SBAR,GUARULHOS,SBGR,08/10/2019,4
319,ARACAJU,SBAR,GUARULHOS,SBGR,09/10/2019,3
320,ARACAJU,SBAR,GUARULHOS,SBGR,10/10/2019,4
321,ARACAJU,SBAR,GUARULHOS,SBGR,11/10/2019,2
322,ARACAJU,SBAR,GUARULHOS,SBGR,12/10/2019,3
323,ARACAJU,SBAR,GUARULHOS,SBGR,13/10/2019,3
324,ARACAJU,SBAR,GUARULHOS,SBGR,14/10/2019,2
325,ARACAJU,SBAR,GUARULHOS,SBGR,15/10/2019,3
326,ARACAJU,SBAR,GUARULHOS,SBGR,16/10/2019,3
327,ARACAJU,SBAR,GUARULHOS,SBGR,17/10/2019,4
328,ARACAJU,SBAR,GUARULHOS,SBGR,18/10/2019,4
329,ARACAJU,SBAR,GUARULHOS,SBGR,19/10/2019,3
330,ARACAJU,SBAR,GUARULHOS,SBGR,20/10/2019,3
331,ARACAJU,SBAR,GUARULHOS,SBGR,21/10/2019,2
332,ARACAJU,SBAR,GUARULHOS,SBGR,22/10/2019,3
333,ARACAJU,SBAR,GUARULHOS,SBGR,23/10/2019,3
334,ARACAJU,SBAR,GUARULHOS,SBGR,24/10/2019,4
335,ARACAJU,SBAR,GUARULHOS,SBGR,25/10/2019,2
336,ARACAJU,SBAR,GUARULHOS,SBGR,26/10/2019,4
337,ARACAJU,SBAR,GUARULHOS,SBGR,27/10/2019,5
338,ARACAJU,SBAR,GUARULHOS,SBGR,28/10/2019,4
339,ARACAJU,SBAR,GUARULHOS,SBGR,29/10/2019,5
340,ARACAJU,SBAR,GUARULHOS,SBGR,30/10/2019,4
341,ARACAJU,SBAR,GUARULHOS,SBGR,31/10/2019,5
342,ARACAJU,SBAR,RECIFE,SBRF,01/10/2019,4
343,ARACAJU,SBAR,RECIFE,SBRF,02/10/2019,4
344,ARACAJU,SBAR,RECIFE,SBRF,03/10/2019,4
345,ARACAJU,SBAR,RECIFE,SBRF,04/10/2019,4
346,ARACAJU,SBAR,RECIFE,SBRF,05/10/2019,4
347,ARACAJU,SBAR,RECIFE,SBRF,06/10/2019,3
348,ARACAJU,SBAR,RECIFE,SBRF,07/10/2019,4
349,ARACAJU,SBAR,RECIFE,SBRF,08/10/2019,4
350,ARACAJU,SBAR,RECIFE,SBRF,09/10/2019,4
351,ARACAJU,SBAR,RECIFE,SBRF,10/10/2019,4
352,ARACAJU,SBAR,RECIFE,SBRF,11/10/2019,4
353,ARACAJU,SBAR,RECIFE,SBRF,12/10/2019,4
354,ARACAJU,SBAR,RECIFE,SBRF,13/10/2019,4
355,ARACAJU,SBAR,RECIFE,SBRF,14/10/2019,4
356,ARACAJU,SBAR,RECIFE,SBRF,15/10/2019,4
357,ARACAJU,SBAR,RECIFE,SBRF,16/10/2019,4
358,ARACAJU,SBAR,RECIFE,SBRF,17/10/2019,4
359,ARACAJU,SBAR,RECIFE,SBRF,18/10/2019,4
