,cidade_origem,sg_origem,cidade_destino,sg_destino,data,voos
3234,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,07/10/2019,1
3235,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,09/10/2019,1
3236,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,10/10/2019,1
3237,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,11/10/2019,1
3238,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,13/10/2019,2
3239,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,14/10/2019,1
3240,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,16/10/2019,1
3241,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,17/10/2019,1
3242,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,18/10/2019,1
3243,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,20/10/2019,2
3244,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,21/10/2019,1
3245,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,23/10/2019,1
3246,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,24/10/2019,1
3247,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,25/10/2019,1
3248,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,27/10/2019,2
3249,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,28/10/2019,1
3250,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,30/10/2019,1
3251,BUENOS AIRES,SAEZ,FLORIANÓPOLIS,SBFL,31/10/2019,1
3252,BUENOS AIRES,SAEZ,FORTALEZA,SBFZ,05/10/2019,1
3253,BUENOS AIRES,SAEZ,FORTALEZA,SBFZ,13/10/2019,1
3254,BUENOS AIRES,SAEZ,FORTALEZA,SBFZ,19/10/2019,1
3255,BUENOS AIRES,SAEZ,FORTALEZA,SBFZ,26/10/2019,1
3256,BUENOS AIRES,SAEZ,FRANKFURT,EDDF,26/10/2019,1
3257,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,01/10/2019,15
3258,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,02/10/2019,14
3259,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,03/10/2019,16
3260,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,04/10/2019,15
3261,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,05/10/2019,15
3262,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,06/10/2019,16
3263,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,07/10/2019,14
3264,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,08/10/2019,15
3265,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,09/10/2019,14
3266,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,10/10/2019,15
3267,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,11/10/2019,14
3268,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,12/10/2019,11
3269,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,13/10/2019,15
3270,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,14/10/2019,15
3271,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,15/10/2019,15
3272,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,16/10/2019,14
3273,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,17/10/2019,15
3274,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,18/10/2019,15
3275,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,19/10/2019,15
3276,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,20/10/2019,14
3277,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,21/10/2019,15
3278,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,22/10/2019,16
3279,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,23/10/2019,14
3280,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,24/10/2019,16
3281,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,25/10/2019,15
3282,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,26/10/2019,15
3283,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,27/10/2019,14
3284,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,28/10/2019,16
3285,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,29/10/2019,13
3286,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,30/10/2019,15
3287,BUENOS AIRES,SAEZ,GUARULHOS,SBGR,31/10/2019,16
3288,BUENOS AIRES,SAEZ,IGUAZU,SARI,10/10/2019,1
3289,BUENOS AIRES,SAEZ,IGUAZU,SARI,12/10/2019,1
3290,BUENOS AIRES,SAEZ,LIMA,SPJC,01/11/2019,1
3291,BUENOS AIRES,SAEZ,LIMA,SPJC,02/10/2019,1
3292,BUENOS AIRES,SAEZ,LIMA,SPJC,03/10/2019,1
3293,BUENOS AIRES,SAEZ,LIMA,SPJC,04/10/2019,1
3294,BUENOS AIRES,SAEZ,LIMA,SPJC,05/10/2019,1
3295,BUENOS AIRES,SAEZ,LIMA,SPJC,06/10/2019,1
3296,BUENOS AIRES,SAEZ,LIMA,SPJC,07/10/2019,1
3297,BUENOS AIRES,SAEZ,LIMA,SPJC,08/10/2019,1
3298,BUENOS AIRES,SAEZ,LIMA,SPJC,09/10/2019,1
3299,BUENOS AIRES,SAEZ,LIMA,SPJC,10/10/2019,4
3300,BUENOS AIRES,SAEZ,LIMA,SPJC,11/10/2019,4
3301,BUENOS AIRES,SAEZ,LIMA,SPJC,12/10/2019,4
3302,BUENOS AIRES,SAEZ,LIMA,SPJC,13/10/2019,1
3303,BUENOS AIRES,SAEZ,LIMA,SPJC,14/10/2019,1
3304,BUENOS AIRES,SAEZ,LIMA,SPJC,15/10/2019,1
3305,BUENOS AIRES,SAEZ,LIMA,SPJC,16/10/2019,1
3306,BUENOS AIRES,SAEZ,LIMA,SPJC,17/10/2019,1
3307,BUENOS AIRES,SAEZ,LIMA,SPJC,18/10/2019,1
3308,BUENOS AIRES,SAEZ,LIMA,SPJC,19/10/2019,1
3309,BUENOS AIRES,SAEZ,LIMA,SPJC,20/10/2019,1
3310,BUENOS AIRES,SAEZ,LIMA,SPJC,21/10/2019,1
3311,BUENOS AIRES,SAEZ,LIMA,SPJC,22/10/2019,1
3312,BUENOS AIRES,SAEZ,LIMA,SPJC,23/10/2019,1
3313,BUENOS AIRES,SAEZ,LIMA,SPJC,24/10/2019,1
3314,BUENOS AIRES,SAEZ,LIMA,SPJC,25/10/2019,1
3315,BUENOS AIRES,SAEZ,LIMA,SPJC,26/10/2019,1
3316,BUENOS AIRES,SAEZ,LIMA,SPJC,27/10/2019,1
3317,BUENOS AIRES,SAEZ,LIMA,SPJC,28/10/2019,1
3318,BUENOS AIRES,SAEZ,LIMA,SPJC,29/10/2019,1
3319,BUENOS AIRES,SAEZ,LIMA,SPJC,30/10/2019,1
3320,BUENOS AIRES,SAEZ,LIMA,SPJC,31/10/2019,1
3321,BUENOS AIRES,SAEZ,MANAUS,SBEG,06/10/2019,1
3322,BUENOS AIRES,SAEZ,MANAUS,SBEG,13/10/2019,1
3323,BUENOS AIRES,SAEZ,MANAUS,SBEG,20/10/2019,1
3324,BUENOS AIRES,SAEZ,MANAUS,SBEG,27/10/2019,1
3325,BUENOS AIRES,SAEZ,MONTEVIDEU,SUMU,12/10/2019,1
3326,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,01/10/2019,2
3327,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,02/10/2019,2
3328,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,03/10/2019,2
3329,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,04/10/2019,2
3330,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,05/10/2019,2
3331,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,06/10/2019,2
3332,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,07/10/2019,2
3333,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,08/10/2019,2
3334,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,09/10/2019,1
3335,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,10/10/2019,2
3336,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,11/10/2019,2
3337,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,13/10/2019,3
3338,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,14/10/2019,2
3339,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,15/10/2019,3
3340,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,16/10/2019,2
3341,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,17/10/2019,2
3342,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,18/10/2019,2
3343,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,19/10/2019,2
3344,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,20/10/2019,2
3345,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,21/10/2019,2
3346,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,22/10/2019,2
3347,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,23/10/2019,2
3348,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,24/10/2019,2
3349,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,25/10/2019,2
3350,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,26/10/2019,2
3351,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,27/10/2019,2
3352,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,28/10/2019,2
3353,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,29/10/2019,2
3354,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,30/10/2019,2
3355,BUENOS AIRES,SAEZ,PORTO ALEGRE,SBPA,31/10/2019,2
3356,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,02/10/2019,2
3357,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,03/10/2019,1
3358,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,04/10/2019,1
3359,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,05/10/2019,2
3360,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,06/10/2019,2
3361,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,07/10/2019,1
3362,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,09/10/2019,2
3363,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,10/10/2019,1
3364,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,11/10/2019,1
3365,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,12/10/2019,1
3366,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,13/10/2019,3
3367,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,14/10/2019,1
3368,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,16/10/2019,2
3369,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,19/10/2019,1
3370,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,20/10/2019,1
3371,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,23/10/2019,2
3372,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,26/10/2019,1
3373,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,27/10/2019,1
3374,BUENOS AIRES,SAEZ,PORTO SEGURO,SBPS,30/10/2019,1
3375,BUENOS AIRES,SAEZ,RECIFE,SBRF,05/10/2019,1
3376,BUENOS AIRES,SAEZ,RECIFE,SBRF,06/10/2019,1
3377,BUENOS AIRES,SAEZ,RECIFE,SBRF,07/10/2019,1
3378,BUENOS AIRES,SAEZ,RECIFE,SBRF,12/10/2019,1
3379,BUENOS AIRES,SAEZ,RECIFE,SBRF,13/10/2019,1
3380,BUENOS AIRES,SAEZ,RECIFE,SBRF,14/10/2019,1
3381,BUENOS AIRES,SAEZ,RECIFE,SBRF,19/10/2019,1
3382,BUENOS AIRES,SAEZ,RECIFE,SBRF,20/10/2019,1
3383,BUENOS AIRES,SAEZ,RECIFE,SBRF,21/10/2019,1
3384,BUENOS AIRES,SAEZ,RECIFE,SBRF,26/10/2019,1
3385,BUENOS AIRES,SAEZ,RECIFE,SBRF,27/10/2019,2
3386,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,01/10/2019,7
3387,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,02/10/2019,5
3388,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,03/10/2019,6
3389,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,04/10/2019,6
3390,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,05/10/2019,8
3391,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,06/10/2019,8
3392,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,07/10/2019,6
3393,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,08/10/2019,7
3394,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,09/10/2019,4
3395,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,10/10/2019,6
3396,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,11/10/2019,6
3397,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,12/10/2019,5
3398,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,13/10/2019,10
3399,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,14/10/2019,6
3400,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,15/10/2019,7
3401,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,16/10/2019,5
3402,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,17/10/2019,6
3403,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,18/10/2019,6
3404,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,19/10/2019,8
3405,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,20/10/2019,8
3406,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,21/10/2019,5
3407,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,22/10/2019,7
3408,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,23/10/2019,5
3409,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,24/10/2019,6
3410,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,25/10/2019,6
3411,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,26/10/2019,7
3412,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,27/10/2019,8
3413,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,28/10/2019,7
3414,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,29/10/2019,5
3415,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,30/10/2019,7
3416,BUENOS AIRES,SAEZ,RIO DE JANEIRO,SBGL,31/10/2019,5
3417,BUENOS AIRES,SAEZ,SALVADOR,SBSV,01/10/2019,1
3418,BUENOS AIRES,SAEZ,SALVADOR,SBSV,03/10/2019,1
3419,BUENOS AIRES,SAEZ,SALVADOR,SBSV,04/10/2019,1
3420,BUENOS AIRES,SAEZ,SALVADOR,SBSV,05/10/2019,1
3421,BUENOS AIRES,SAEZ,SALVADOR,SBSV,06/10/2019,2
3422,BUENOS AIRES,SAEZ,SALVADOR,SBSV,07/10/2019,1
3423,BUENOS AIRES,SAEZ,SALVADOR,SBSV,08/10/2019,1
3424,BUENOS AIRES,SAEZ,SALVADOR,SBSV,10/10/2019,1
3425,BUENOS AIRES,SAEZ,SALVADOR,SBSV,11/10/2019,1
3426,BUENOS AIRES,SAEZ,SALVADOR,SBSV,13/10/2019,3
3427,BUENOS AIRES,SAEZ,SALVADOR,SBSV,14/10/2019,1
3428,BUENOS AIRES,SAEZ,SALVADOR,SBSV,15/10/2019,1
3429,BUENOS AIRES,SAEZ,SALVADOR,SBSV,17/10/2019,1
3430,BUENOS AIRES,SAEZ,SALVADOR,SBSV,18/10/2019,1
3431,BUENOS AIRES,SAEZ,SALVADOR,SBSV,19/10/2019,1
3432,BUENOS AIRES,SAEZ,SALVADOR,SBSV,20/10/2019,2
3433,BUENOS AIRES,SAEZ,SALVADOR,SBSV,21/10/2019,1
3434,BUENOS AIRES,SAEZ,SALVADOR,SBSV,22/10/2019,1
3435,BUENOS AIRES,SAEZ,SALVADOR,SBSV,24/10/2019,1
3436,BUENOS AIRES,SAEZ,SALVADOR,SBSV,25/10/2019,1
3437,BUENOS AIRES,SAEZ,SALVADOR,SBSV,26/10/2019,1
3438,BUENOS AIRES,SAEZ,SALVADOR,SBSV,27/10/2019,1
3439,BUENOS AIRES,SAEZ,SALVADOR,SBSV,28/10/2019,1
3440,BUENOS AIRES,SAEZ,SALVADOR,SBSV,29/10/2019,1
3441,BUENOS AIRES,SAEZ,SALVADOR,SBSV,31/10/2019,1
3442,BUENOS AIRES,SAEZ,SAN CARLOS DE BARILOCHE,SAZS,10/10/2019,1
3443,BUENOS AIRES,SAEZ,SAN CARLOS DE BARILOCHE,SAZS,11/10/2019,1
3444,BUENOS AIRES,SAEZ,SAN CARLOS DE BARILOCHE,SAZS,12/10/2019,1
3445,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,01/11/2019,1
3446,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,02/10/2019,1
3447,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,03/10/2019,1
3448,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,04/10/2019,1
3449,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,05/10/2019,1
3450,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,08/10/2019,1
3451,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,09/10/2019,2
3452,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,10/10/2019,8
3453,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,11/10/2019,7
3454,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,12/10/2019,6
3455,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,15/10/2019,1
3456,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,16/10/2019,1
3457,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,17/10/2019,1
3458,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,18/10/2019,1
3459,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,19/10/2019,1
3460,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,23/10/2019,1
3461,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,24/10/2019,1
3462,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,25/10/2019,1
3463,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,26/10/2019,1
3464,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,29/10/2019,1
3465,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,30/10/2019,1
3466,BUENOS AIRES,SAEZ,SANTIAGO DO CHILE,SCEL,31/10/2019,1
3467,BUENOS AIRES,SAEZ,SÃO GONÇALO DO AMARANTE,SBSG,05/10/2019,1
3468,BUENOS AIRES,SAEZ,SÃO GONÇALO DO AMARANTE,SBSG,13/10/2019,1
3469,BUENOS AIRES,SAEZ,SÃO GONÇALO DO AMARANTE,SBSG,19/10/2019,1
3470,BUENOS AIRES,SAEZ,SÃO GONÇALO DO AMARANTE,SBSG,26/10/2019,1
3471,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,01/10/2019,1
3472,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,02/10/2019,1
3473,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,04/10/2019,1
3474,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,05/10/2019,1
3475,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,06/10/2019,1
3476,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,07/10/2019,1
3477,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,08/10/2019,1
3478,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,09/10/2019,1
3479,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,10/10/2019,1
3480,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,11/10/2019,1
3481,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,12/10/2019,1
3482,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,13/10/2019,1
3483,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,14/10/2019,1
3484,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,15/10/2019,1
3485,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,16/10/2019,1
3486,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,17/10/2019,1
3487,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,18/10/2019,1
3488,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,19/10/2019,1
3489,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,20/10/2019,2
3490,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,21/10/2019,1
3491,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,22/10/2019,1
3492,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,23/10/2019,1
3493,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,24/10/2019,1
3494,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,25/10/2019,1
3495,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,26/10/2019,1
3496,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,27/10/2019,2
3497,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,28/10/2019,2
3498,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,29/10/2019,2
3499,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,30/10/2019,2
3500,BUENOS AIRES,SAEZ,SÃO JOSÉ DOS PINHAIS,SBCT,31/10/2019,2
3501,BUENOS AIRES,SAEZ,TABABELA,SEQM,01/10/2019,1
3502,BUENOS AIRES,SAEZ,TABABELA,SEQM,01/11/2019,1
3503,BUENOS AIRES,SAEZ,TABABELA,SEQM,04/10/2019,1
3504,BUENOS AIRES,SAEZ,TABABELA,SEQM,05/10/2019,1
3505,BUENOS AIRES,SAEZ,TABABELA,SEQM,08/10/2019,2
3506,BUENOS AIRES,SAEZ,TABABELA,SEQM,09/10/2019,1
3507,BUENOS AIRES,SAEZ,TABABELA,SEQM,11/10/2019,1
3508,BUENOS AIRES,SAEZ,TABABELA,SEQM,12/10/2019,1
3509,BUENOS AIRES,SAEZ,TABABELA,SEQM,15/10/2019,1
3510,BUENOS AIRES,SAEZ,TABABELA,SEQM,18/10/2019,1
3511,BUENOS AIRES,SAEZ,TABABELA,SEQM,19/10/2019,1
3512,BUENOS AIRES,SAEZ,TABABELA,SEQM,22/10/2019,2
3513,BUENOS AIRES,SAEZ,TABABELA,SEQM,23/10/2019,1
3514,BUENOS AIRES,SAEZ,TABABELA,SEQM,25/10/2019,1
3515,BUENOS AIRES,SAEZ,TABABELA,SEQM,26/10/2019,1
3516,BUENOS AIRES,SAEZ,TABABELA,SEQM,29/10/2019,2
3517,BUENOS AIRES,SAEZ,TABABELA,SEQM,30/10/2019,1
3518,BUENOS AIRES/AEROPARQUE,SABE,CORDOBA,SACO,10/10/2019,3
3519,BUENOS AIRES/AEROPARQUE,SABE,CORDOBA,SACO,11/10/2019,3
3520,BUENOS AIRES/AEROPARQUE,SABE,CORDOBA,SACO,12/10/2019,3
3521,BUENOS AIRES/AEROPARQUE,SABE,IGUAZU,SARI,10/10/2019,3
3522,BUENOS AIRES/AEROPARQUE,SABE,IGUAZU,SARI,11/10/2019,4
3523,BUENOS AIRES/AEROPARQUE,SABE,IGUAZU,SARI,12/10/2019,4
3524,BUENOS AIRES/AEROPARQUE,SABE,MALDONADO-URUGUAI,SULS,11/10/2019,1
3525,BUENOS AIRES/AEROPARQUE,SABE,MENDOZA,SAME,09/10/2019,1
3526,BUENOS AIRES/AEROPARQUE,SABE,MENDOZA,SAME,10/10/2019,3
3527,BUENOS AIRES/AEROPARQUE,SABE,MENDOZA,SAME,11/10/2019,3
3528,BUENOS AIRES/AEROPARQUE,SABE,MENDOZA,SAME,12/10/2019,1
3529,BUENOS AIRES/AEROPARQUE,SABE,NEUQUEN,SAZN,10/10/2019,2
3530,BUENOS AIRES/AEROPARQUE,SABE,NEUQUEN,SAZN,11/10/2019,2
3531,BUENOS AIRES/AEROPARQUE,SABE,NEUQUEN,SAZN,12/10/2019,2
3532,BUENOS AIRES/AEROPARQUE,SABE,"SALTA,S",SASA,10/10/2019,2
3533,BUENOS AIRES/AEROPARQUE,SABE,"SALTA,S",SASA,11/10/2019,3
3534,BUENOS AIRES/AEROPARQUE,SABE,"SALTA,S",SASA,12/10/2019,2
3535,BUENOS AIRES/AEROPARQUE,SABE,SAN CARLOS DE BARILOCHE,SAZS,10/10/2019,2
3536,BUENOS AIRES/AEROPARQUE,SABE,SAN CARLOS DE BARILOCHE,SAZS,11/10/2019,3
3537,BUENOS AIRES/AEROPARQUE,SABE,SAN CARLOS DE BARILOCHE,SAZS,12/10/2019,4
3538,BUENOS AIRES/AEROPARQUE,SABE,TUCUMAN/TEN BENJAMIIM MATIE,SANT,10/10/2019,2
3539,BUENOS AIRES/AEROPARQUE,SABE,TUCUMAN/TEN BENJAMIIM MATIE,SANT,11/10/2019,2
3540,BUENOS AIRES/AEROPARQUE,SABE,TUCUMAN/TEN BENJAMIIM MATIE,SANT,12/10/2019,2
3541,CABO FRIO,SBCB,CAMPINAS,SBKP,21/10/2019,1
3542,CABO FRIO,SBCB,CAMPINAS,SBKP,28/10/2019,1
3543,CABO FRIO,SBCB,CONFINS,SBCF,03/10/2019,1
3544,CABO FRIO,SBCB,CONFINS,SBCF,04/10/2019,1
3545,CABO FRIO,SBCB,CONFINS,SBCF,05/10/2019,1
3546,CABO FRIO,SBCB,CONFINS,SBCF,06/10/2019,1
3547,CABO FRIO,SBCB,CONFINS,SBCF,10/10/2019,1
3548,CABO FRIO,SBCB,CONFINS,SBCF,11/10/2019,1
3549,CABO FRIO,SBCB,CONFINS,SBCF,12/10/2019,1
3550,CABO FRIO,SBCB,CONFINS,SBCF,13/10/2019,1
3551,CABO FRIO,SBCB,CONFINS,SBCF,17/10/2019,1
